ClientNumber,ClientName,ClientIndustry,StateCode,CardNumber,CardCVN,CardExpiry,ECI,CardPAN,TransactionSource,SummaryCode,BankAccountType,ReferenceNumber,PrincipleAmount,SurchargeRate,SurchargeAmount,LateFee,Amount,Currency,ReminderSent,CreditScore,CreditScoreStatus,CreditStatusProgress,Date,Time
15-5553802,Sosanna,Research and Development,TX,9313-5873-8459-9641,225,2024-11,MTO,MC,REMITTANCE_PROCESSING_SERVICE,Pending,RemittanceService,VAPB0300714,7840.7,0.01,78.407,0,7919.117,AUD,No,347,Poor,NoChange,30/05/2022,10:44 AM
52-5902515,Romonda,Sales,TX,7537-5981-2074-8256,184,2024-02,MTO,VI,BRANCH_PAYMENT,Declined,BranchPayment,GKSX7846606,5866.2,0.01,58.662,0,5924.872,AUD,Yes,637,Fair,Decreased,15/05/2021,3:58 PM
10-4296607,Dulcia,Marketing,WV,1397-3726-6266-3573,638,2024-03,SSL,MC,BRANCH_PAYMENT,Approved,BranchPayment,KSIC8287784,2578.4,0.01,25.784,0,2604.194,AUD,Yes,456,Poor,Increased,30/04/2021,7:05 AM
27-0948344,Mose,Engineering,OK,3004-7452-5859-7756,14,2024-05,MTO,VI,REMITTANCE_PROCESSING_SERVICE,Approved,RemittanceService,MTBQ8306447,326.9,0.01,3.269,0,330.179,AUD,Yes,583,Fair,NoChange,1/10/2021,5:29 AM
57-6608223,Derron,Research and Development,NC,6020-7770-2020-9579,135,2024-10,MTO,AX,BRANCH_PAYMENT,Pending,BranchPayment,OVLM6508589,8534.3,0.02,170.686,0,8705.006,AUD,No,407,Poor,NoChange,30/06/2020,8:19 PM
29-2458193,Polly,Marketing,IN,4034-0102-9453-3764,886,2024-11,REC,VI,BPAY,Approved,BPay,YVVK1476553,6933.3,0.01,69.333,0,7002.643,AUD,No,400,Poor,Increased,15/06/2020,2:07 PM
37-9925003,Meade,Business Development,NC,7963-2010-3715-6420,571,2024-03,SSL,EFT,DEBIT_CREDIT_CARD_API,Approved,DirectDebitCredit,GRKB8013393,8074,0.005,40.37,0,8114.375,AUD,No,709,Good,Decreased,14/03/2022,9:29 PM
71-6825569,Dorey,Research and Development,OH,4408-7120-4184-0497,605,2024-04,MTO,VI,BRANCH_PAYMENT,Declined,BranchPayment,ILLX5391277,633.3,0.01,6.333,0,639.643,AUD,No,489,Poor,Increased,30/08/2020,10:41 PM
03-5504207,Susanne,Human Resources,NY,2733-1003-5780-2944,700,2024-06,REC,MC,AUSTRALIA_POST,Declined,AustraliaPost,XKWR2274224,8434,0.01,84.34,0,8518.35,AUD,No,614,Fair,Decreased,7/03/2022,12:56 AM
37-5626105,Linell,Training,DC,3798-8280-0256-3053,16,2024-01,SSL,MC,BPAY,Pending,BPay,USSD4413686,7249.9,0.01,72.499,0,7322.409,AUD,Yes,414,Poor,NoChange,29/04/2022,10:27 PM
00-2867996,Julia,Accounting,TX,2121-1221-0425-0841,833,2024-03,REC,VI,DEBIT_CREDIT_CARD_API,Pending,DirectDebitCredit,FYJI9937784,1936.4,0.01,19.364,0,1955.774,AUD,No,566,Poor,Decreased,5/06/2020,5:07 AM
76-6968661,Wallis,Services,DE,4267-7661-4040-6988,51,2024-04,SSL,AX,BPAY,Pending,BPay,GIXH4328342,4792.2,0.02,95.844,0,4888.064,AUD,No,582,Fair,Increased,1/05/2021,1:20 AM
62-7567437,Bendix,Research and Development,DC,4057-2837-3337-8916,435,2024-07,REC,VI,DEBIT_CREDIT_CARD_API,Pending,DirectDebitCredit,SCPE6032395,7256.3,0.01,72.563,0,7328.873,AUD,Yes,369,Poor,NoChange,19/04/2022,12:48 AM
13-8587109,Pietro,Sales,NV,0899-6382-5209-9257,301,2024-03,SSL,EFT,BRANCH_PAYMENT,Declined,BranchPayment,RMLU1873117,6978.1,0.005,34.8905,0,7012.9955,AUD,No,717,Good,NoChange,8/05/2022,1:54 PM
78-8096136,Redd,Accounting,AR,7025-5900-8500-9887,441,2024-05,REC,AX,BRANCH_PAYMENT,Declined,BranchPayment,YXRM9941658,8550.9,0.02,171.018,0,8721.938,AUD,Yes,424,Poor,Increased,7/09/2021,9:37 PM
80-9826880,Ruthy,Sales,CA,0640-8700-6183-4242,752,2024-10,MTO,AX,AUSTRALIA_POST,Approved,AustraliaPost,DRQK5833757,7339,0.02,146.78,0,7485.8,AUD,Yes,505,Poor,Increased,30/11/2021,11:57 PM
09-0450384,Galen,Product Management,VA,1967-1359-1413-1819,656,2024-09,MTO,MC,AUSTRALIA_POST,Declined,AustraliaPost,GRHY6201598,2773.4,0.01,27.734,0,2801.144,AUD,No,651,Fair,Increased,2/04/2022,6:17 AM
09-7610744,Cammy,Product Management,OR,7604-3212-0826-8644,9,2024-04,MTO,MC,BPAY,Approved,BPay,FYOZ1052983,7170.5,0.01,71.705,0,7242.215,AUD,No,686,Good,Decreased,6/07/2021,4:09 PM
97-2287403,Peterus,Accounting,OK,4767-7073-1721-8800,161,2024-01,REC,EFT,BPAY,Approved,BPay,DOEN1293400,5624,0.005,28.12,0,5652.125,AUD,No,644,Fair,Decreased,21/12/2021,11:43 PM
65-9203513,Irma,Marketing,KS,8930-0597-3305-9119,226,2024-01,REC,EFT,REMITTANCE_PROCESSING_SERVICE,Declined,RemittanceService,YLMB5412698,1822.8,0.005,9.114,0,1831.919,AUD,Yes,349,Poor,Decreased,11/06/2020,7:24 AM
60-7246010,Bobette,Product Management,TX,7226-7368-4372-8533,122,2024-08,MTO,AX,BRANCH_PAYMENT,Pending,BranchPayment,YYPK6931929,3267.8,0.02,65.356,0,3333.176,AUD,No,637,Fair,Decreased,21/07/2021,12:13 AM
31-9454996,Hart,Support,KS,0499-7842-0212-5022,575,2024-02,MTO,EFT,REMITTANCE_PROCESSING_SERVICE,Approved,RemittanceService,NZKH1974922,2092,0.005,10.46,0,2102.465,AUD,Yes,674,Good,Decreased,2/03/2021,11:46 PM
28-8485223,Emmye,Support,CA,8612-7415-0862-5569,365,2024-03,SSL,EFT,BRANCH_PAYMENT,Declined,BranchPayment,PCFA9944043,1072.8,0.005,5.364,0,1078.169,AUD,Yes,476,Poor,Increased,29/07/2021,1:27 PM
48-3072632,Minni,Legal,CA,9252-2509-5888-0661,472,2024-11,REC,EFT,BRANCH_PAYMENT,Pending,BranchPayment,QNYV8472525,8522.1,0.005,42.6105,0,8564.7155,AUD,No,456,Poor,Decreased,27/07/2021,10:49 AM
51-3512183,Antone,Engineering,IN,3365-9193-5913-6853,916,2024-07,SSL,VI,AUSTRALIA_POST,Declined,AustraliaPost,RIBN6247846,3363.1,0.01,33.631,0,3396.741,AUD,No,372,Poor,Decreased,21/05/2021,5:15 PM
79-1031729,Marcelia,Product Management,FL,2506-7492-6562-2852,299,2024-06,REC,AX,AUSTRALIA_POST,Approved,AustraliaPost,NYUJ5471756,8965.8,0.02,179.316,0,9145.136,AUD,No,498,Poor,NoChange,28/10/2021,4:44 PM
03-5826092,Anica,Training,TX,8165-7023-7993-4949,526,2024-03,SSL,VI,BRANCH_PAYMENT,Approved,BranchPayment,YJFR0671808,7855.2,0.01,78.552,0,7933.762,AUD,No,438,Poor,Increased,16/08/2020,3:31 AM
56-6326139,Sharona,Engineering,NV,0406-0632-7536-4454,179,2024-10,REC,MC,BRANCH_PAYMENT,Approved,BranchPayment,KXTD6175716,5209.3,0.01,52.093,0,5261.403,AUD,Yes,693,Good,Decreased,24/07/2021,3:17 AM
19-8401443,Pepe,Training,FL,8664-6749-0803-9336,247,2024-11,SSL,MC,BPAY,Declined,BPay,LYIQ4344833,5334,0.01,53.34,0,5387.35,AUD,No,360,Poor,Increased,28/03/2021,1:13 PM
14-6767631,Nikolas,Engineering,FL,6859-2436-5589-0899,714,2024-03,SSL,EFT,BPAY,Approved,BPay,JTAE8632906,7862.6,0.005,39.313,0,7901.918,AUD,Yes,549,Poor,Decreased,7/08/2020,2:23 AM
65-6493657,Katine,Product Management,VA,3211-6203-3687-9931,781,2024-05,SSL,EFT,REMITTANCE_PROCESSING_SERVICE,Approved,RemittanceService,VXNL4583305,5266.4,0.005,26.332,0,5292.737,AUD,Yes,545,Poor,Decreased,20/01/2021,8:21 PM
87-4367656,Bail,Engineering,CA,1672-0385-4149-9837,411,2024-11,MTO,MC,BPAY,Approved,BPay,QFGK3249464,1203.7,0.01,12.037,0,1215.747,AUD,Yes,441,Poor,NoChange,29/09/2021,10:52 PM
07-8889470,Austin,Marketing,MO,6607-5574-7673-6870,694,2024-11,SSL,VI,BPAY,Declined,BPay,VVJI0207496,3246.6,0.01,32.466,0,3279.076,AUD,No,580,Fair,NoChange,6/08/2021,2:29 PM
27-0232719,Augustus,Training,MO,2103-2992-9713-8821,246,2024-09,REC,AX,BRANCH_PAYMENT,Declined,BranchPayment,IGAH2879976,4088.2,0.02,81.764,0,4169.984,AUD,Yes,422,Poor,Decreased,13/06/2021,2:43 PM
53-8335415,Rubin,Human Resources,CO,5230-0304-1805-7888,439,2024-03,SSL,MC,REMITTANCE_PROCESSING_SERVICE,Pending,RemittanceService,NKKM1007417,3463.5,0.01,34.635,0,3498.145,AUD,No,447,Poor,Increased,30/04/2022,11:55 PM
23-9764603,Daron,Support,NY,3725-4661-8488-7726,197,2024-06,SSL,VI,DEBIT_CREDIT_CARD_API,Declined,DirectDebitCredit,AZSA3453819,2560.6,0.01,25.606,0,2586.216,AUD,No,350,Poor,Increased,14/01/2022,1:59 PM
97-3969976,Reina,Research and Development,MD,0443-3545-8372-8618,299,2024-08,REC,VI,DEBIT_CREDIT_CARD_API,Pending,DirectDebitCredit,FFTI0102412,1455.2,0.01,14.552,0,1469.762,AUD,Yes,357,Poor,Decreased,7/07/2021,8:08 PM
92-2633012,Lita,Product Management,WV,4431-4550-1456-8272,486,2024-11,REC,EFT,REMITTANCE_PROCESSING_SERVICE,Approved,RemittanceService,BGGT5169321,3996.9,0.005,19.9845,0,4016.8895,AUD,No,483,Poor,NoChange,26/08/2020,12:53 PM
88-2945121,Roderic,Engineering,AL,7550-7610-1364-1282,403,2024-10,REC,EFT,BPAY,Pending,BPay,XNPR9205283,5539.6,0.005,27.698,0,5567.303,AUD,Yes,383,Poor,Decreased,9/07/2020,1:10 AM
16-0378438,Serge,Marketing,KS,1806-3213-5565-9095,134,2024-08,SSL,VI,BPAY,Approved,BPay,DLQJ2307213,3278.1,0.01,32.781,0,3310.891,AUD,Yes,645,Fair,Increased,15/05/2022,9:59 AM
98-9605979,Holmes,Support,CA,8181-4887-4511-2229,466,2024-11,REC,MC,BPAY,Pending,BPay,MEFS5351048,1666.8,0.01,16.668,0,1683.478,AUD,No,416,Poor,Increased,25/04/2022,8:36 AM
66-0737995,Domeniga,Research and Development,LA,6784-3954-9846-7600,137,2024-01,REC,VI,AUSTRALIA_POST,Pending,AustraliaPost,MHZJ9228540,5560.8,0.01,55.608,0,5616.418,AUD,Yes,397,Poor,Decreased,12/05/2021,12:36 AM
03-8901224,Dennis,Business Development,CO,6684-1062-7408-0457,804,2024-02,MTO,AX,DEBIT_CREDIT_CARD_API,Pending,DirectDebitCredit,OWJX8957516,4305.5,0.02,86.11,0,4391.63,AUD,No,315,Poor,Increased,26/08/2020,7:30 PM
21-9109036,Allard,Services,MN,3427-1171-2307-3702,796,2024-07,MTO,EFT,BPAY,Approved,BPay,YZHX6950605,6669.8,0.005,33.349,0,6703.154,AUD,No,494,Poor,NoChange,3/10/2021,6:10 AM
44-6639952,Tammy,Marketing,WI,6614-2861-9841-2635,361,2024-11,REC,MC,BPAY,Approved,BPay,LVWW5789464,2354.7,0.01,23.547,0,2378.257,AUD,Yes,540,Poor,Decreased,1/10/2021,10:36 AM
91-8257136,Reg,Training,DC,4017-8178-8068-8448,397,2024-04,REC,EFT,AUSTRALIA_POST,Pending,AustraliaPost,BQEZ6783806,1204.3,0.005,6.0215,0,1210.3265,AUD,Yes,350,Poor,Decreased,9/06/2020,2:06 PM
77-0184925,Hyacinthia,Services,FL,2437-7875-0908-8346,463,2024-11,MTO,EFT,AUSTRALIA_POST,Declined,AustraliaPost,WVPV9960739,5580.3,0.005,27.9015,0,5608.2065,AUD,Yes,334,Poor,NoChange,14/03/2022,12:29 AM
58-2102448,Tan,Marketing,OH,8952-7275-4744-6899,140,2024-09,SSL,MC,DEBIT_CREDIT_CARD_API,Approved,DirectDebitCredit,UHLB0703048,6185.4,0.01,61.854,0,6247.264,AUD,No,578,Poor,Decreased,8/09/2021,12:23 PM
95-0529978,Silvio,Support,FL,9956-4129-2403-9800,236,2024-06,SSL,VI,BRANCH_PAYMENT,Declined,BranchPayment,RMBG2025280,6909,0.01,69.09,0,6978.1,AUD,Yes,729,Good,Increased,30/12/2020,3:11 AM
36-9224491,Verena,Accounting,TX,6056-3830-7370-1692,466,2024-02,SSL,EFT,DEBIT_CREDIT_CARD_API,Declined,DirectDebitCredit,ZKIJ6258699,299.2,0.005,1.496,0,300.701,AUD,Yes,315,Poor,Decreased,14/11/2021,2:34 PM
35-7305102,Mariana,Accounting,NY,7360-3816-9138-6124,105,2024-10,REC,MC,REMITTANCE_PROCESSING_SERVICE,Approved,RemittanceService,AAFP1612126,1307,0.01,13.07,0,1320.08,AUD,Yes,530,Poor,Increased,12/04/2022,1:57 AM
64-1995437,Mathian,Product Management,PA,6069-0346-3374-0932,783,2024-08,REC,AX,REMITTANCE_PROCESSING_SERVICE,Approved,RemittanceService,RNXZ2461031,6267.8,0.02,125.356,0,6393.176,AUD,No,409,Poor,Increased,23/08/2021,7:08 PM
00-6135240,Shannah,Engineering,MN,1664-9445-0690-2690,682,2024-06,SSL,MC,BRANCH_PAYMENT,Approved,BranchPayment,WJFX9535930,3164.1,0.01,31.641,0,3195.751,AUD,Yes,673,Good,NoChange,23/02/2021,12:17 AM
61-6184077,Monica,Accounting,OH,3516-4592-5161-5212,729,2024-10,MTO,MC,DEBIT_CREDIT_CARD_API,Approved,DirectDebitCredit,HGWN3590522,4084.4,0.01,40.844,0,4125.254,AUD,Yes,555,Poor,NoChange,13/06/2020,5:00 AM
67-5058904,Christabel,Engineering,CA,3664-4311-2540-7013,733,2024-04,REC,AX,DEBIT_CREDIT_CARD_API,Approved,DirectDebitCredit,XPQT3815500,1451.1,0.02,29.022,0,1480.142,AUD,Yes,410,Poor,Decreased,18/07/2020,6:36 PM
98-2287737,Julietta,Research and Development,NJ,1863-2412-8375-3554,250,2024-04,REC,VI,DEBIT_CREDIT_CARD_API,Approved,DirectDebitCredit,MWTK5737686,4969.6,0.01,49.696,0,5019.306,AUD,No,399,Poor,Decreased,11/04/2021,1:49 PM
19-9890423,Scotti,Training,DC,4890-6240-6473-9624,78,2024-03,SSL,MC,REMITTANCE_PROCESSING_SERVICE,Declined,RemittanceService,QBPQ3427747,8796.7,0.01,87.967,0,8884.677,AUD,No,563,Poor,Decreased,18/03/2022,7:17 AM
53-2253492,Nanon,Legal,MA,3447-9610-6694-2646,730,2024-03,MTO,MC,BRANCH_PAYMENT,Declined,BranchPayment,YOAO8580006,7679.7,0.01,76.797,0,7756.507,AUD,Yes,345,Poor,NoChange,24/09/2021,12:48 PM
07-3434664,Clemens,Marketing,NY,5682-4743-8120-3198,373,2024-10,REC,MC,REMITTANCE_PROCESSING_SERVICE,Declined,RemittanceService,CSJT9240393,3018.4,0.01,30.184,0,3048.594,AUD,Yes,703,Good,Increased,23/05/2022,10:19 AM
55-3864469,Johna,Support,MN,4919-9007-3547-1136,748,2024-11,MTO,VI,BRANCH_PAYMENT,Declined,BranchPayment,ROZP9178736,8635.9,0.01,86.359,0,8722.269,AUD,No,440,Poor,Decreased,3/11/2021,5:07 PM
99-5600781,Nona,Support,DC,1371-2150-0677-6038,967,2024-03,MTO,EFT,BRANCH_PAYMENT,Approved,BranchPayment,RDQX3899511,1348.3,0.005,6.7415,0,1355.0465,AUD,No,433,Poor,NoChange,4/03/2022,9:31 AM
30-6776295,Eloise,Product Management,NY,1740-0445-8366-6733,215,2024-11,REC,AX,BRANCH_PAYMENT,Declined,BranchPayment,RIFN8565167,3657.1,0.02,73.142,0,3730.262,AUD,No,618,Fair,NoChange,1/06/2020,3:37 AM
34-4545534,Angelico,Research and Development,NY,9348-7588-9278-9774,79,2024-04,REC,MC,BRANCH_PAYMENT,Approved,BranchPayment,CUUU3742217,4459.7,0.01,44.597,0,4504.307,AUD,Yes,468,Poor,Decreased,20/01/2021,7:55 AM
75-3083559,Verene,Sales,IL,6508-2484-5690-6353,528,2024-05,MTO,AX,DEBIT_CREDIT_CARD_API,Pending,DirectDebitCredit,ZJUY6741682,7920.3,0.02,158.406,0,8078.726,AUD,No,515,Poor,Decreased,4/06/2020,8:55 AM
70-6450040,Earl,Marketing,KS,7063-7566-2990-4442,768,2024-03,MTO,EFT,AUSTRALIA_POST,Approved,AustraliaPost,RUYO8881503,8152.5,0.005,40.7625,0,8193.2675,AUD,Yes,327,Poor,Increased,30/09/2020,3:38 PM
91-1272450,Rosa,Legal,MI,6738-8120-6780-9022,935,2024-04,SSL,EFT,BPAY,Declined,BPay,RDVQ3954132,7075.6,0.005,35.378,0,7110.983,AUD,No,621,Fair,Decreased,22/08/2021,12:30 PM
39-4903656,Madalyn,Services,TX,9206-0060-5576-4880,807,2024-04,SSL,EFT,REMITTANCE_PROCESSING_SERVICE,Pending,RemittanceService,XZMU5973736,2506.8,0.005,12.534,0,2519.339,AUD,Yes,681,Good,Decreased,26/06/2020,11:49 AM
29-7375138,Petronilla,Business Development,FL,6172-8437-7699-3048,385,2024-10,MTO,AX,BPAY,Pending,BPay,VYIM4723778,4577.1,0.02,91.542,0,4668.662,AUD,Yes,437,Poor,Decreased,15/05/2021,4:13 PM
86-9541244,Raquel,Engineering,TX,5718-7986-3282-6230,508,2024-06,MTO,MC,REMITTANCE_PROCESSING_SERVICE,Declined,RemittanceService,NDDT1832178,4408.6,0.01,44.086,0,4452.696,AUD,No,591,Fair,Increased,30/09/2020,8:58 AM
81-3346144,Kristofer,Sales,NY,5063-7626-1226-9198,71,2024-08,SSL,AX,AUSTRALIA_POST,Declined,AustraliaPost,UUQQ0716896,5686.3,0.02,113.726,0,5800.046,AUD,Yes,436,Poor,NoChange,20/01/2021,6:27 AM
09-0843615,Leonerd,Sales,FL,3783-4622-6267-2075,229,2024-01,REC,AX,BPAY,Declined,BPay,MGOI2661573,3313.2,0.02,66.264,0,3379.484,AUD,No,652,Fair,Increased,27/02/2021,9:57 AM
16-5371623,Libbie,Business Development,FL,9433-2441-1517-4491,48,2024-10,MTO,AX,BPAY,Pending,BPay,EFLU5656704,3184.8,0.02,63.696,0,3248.516,AUD,No,440,Poor,Increased,22/07/2020,12:39 AM
90-4429577,Hewie,Accounting,FL,4710-2707-7665-1185,662,2024-06,MTO,AX,AUSTRALIA_POST,Pending,AustraliaPost,BOSI7493904,6216.1,0.02,124.322,0,6340.442,AUD,Yes,739,No Data,Increased,12/09/2020,8:46 PM
25-7473346,Wat,Product Management,TX,6004-0776-1202-8638,987,2024-05,REC,AX,REMITTANCE_PROCESSING_SERVICE,Approved,RemittanceService,TZVH0252262,74.5,0.02,1.49,0,76.01,AUD,Yes,358,Poor,Increased,8/03/2022,9:49 PM
75-1141391,Job,Support,IL,7945-7580-3352-7139,281,2024-05,REC,MC,AUSTRALIA_POST,Approved,AustraliaPost,LFFH1029582,8274.3,0.01,82.743,0,8357.053,AUD,No,691,Good,Increased,31/07/2020,7:19 PM
15-3342819,Malinde,Accounting,NY,0767-5955-6137-6816,840,2024-08,SSL,EFT,REMITTANCE_PROCESSING_SERVICE,Declined,RemittanceService,LGDJ6536077,4807.3,0.005,24.0365,0,4831.3415,AUD,Yes,652,Fair,Increased,29/09/2021,10:01 AM
74-0022645,Maribeth,Marketing,VA,1112-1303-8944-7059,99,2024-04,REC,EFT,BRANCH_PAYMENT,Declined,BranchPayment,OBCI4862488,2618.4,0.005,13.092,0,2631.497,AUD,Yes,673,Good,Decreased,3/10/2021,2:41 AM
50-3853949,Terri-jo,Support,OH,1749-4788-6787-2055,922,2024-04,MTO,MC,BPAY,Declined,BPay,IKFW2127485,1004.2,0.01,10.042,0,1014.252,AUD,Yes,500,Poor,NoChange,16/07/2021,9:05 AM
88-5016589,Bendix,Sales,OK,9583-4804-7242-2186,299,2024-01,REC,AX,DEBIT_CREDIT_CARD_API,Approved,DirectDebitCredit,JTLH3151530,5630.1,0.02,112.602,0,5742.722,AUD,Yes,583,Fair,Decreased,2/06/2020,9:12 AM
83-0282948,Prinz,Sales,UT,6626-2223-5420-7138,986,2024-08,SSL,EFT,BPAY,Pending,BPay,RXYM8291992,5592.4,0.005,27.962,0,5620.367,AUD,No,554,Poor,NoChange,4/07/2020,10:52 AM
42-1032230,Kat,Training,NY,5295-1254-4217-1887,443,2024-11,REC,AX,DEBIT_CREDIT_CARD_API,Pending,DirectDebitCredit,IBPW3045502,7461.5,0.02,149.23,0,7610.75,AUD,No,584,Fair,Decreased,15/10/2020,7:34 AM
00-2811910,Arv,Training,MO,9163-4296-1238-7704,139,2024-08,MTO,AX,BRANCH_PAYMENT,Declined,BranchPayment,KGHE7807383,2206.5,0.02,44.13,0,2250.65,AUD,No,367,Poor,NoChange,3/10/2021,1:48 AM
27-1357468,Ole,Research and Development,CA,4061-8487-9009-8380,807,2024-07,REC,VI,AUSTRALIA_POST,Pending,AustraliaPost,BNWD3362836,4358.3,0.01,43.583,0,4401.893,AUD,Yes,511,Poor,Decreased,4/05/2022,6:12 PM
20-4436784,Wake,Business Development,NY,5805-1149-1454-5962,451,2024-03,MTO,EFT,REMITTANCE_PROCESSING_SERVICE,Pending,RemittanceService,YRGY8675013,8045.8,0.005,40.229,0,8086.034,AUD,Yes,427,Poor,Increased,18/10/2020,10:36 PM
96-3215997,Dukie,Accounting,MO,8343-8809-4072-4234,158,2024-03,REC,MC,BPAY,Approved,BPay,EPUF3682435,7169,0.01,71.69,0,7240.7,AUD,No,530,Poor,Decreased,21/10/2020,4:03 PM
69-3313021,Papagena,Sales,CA,7296-3296-8764-1443,371,2024-02,MTO,MC,REMITTANCE_PROCESSING_SERVICE,Declined,RemittanceService,AGTJ1869452,2741.7,0.01,27.417,0,2769.127,AUD,Yes,501,Poor,NoChange,18/11/2020,9:32 AM
11-4167003,Gabey,Human Resources,FL,1920-7355-6491-0395,139,2024-04,SSL,MC,AUSTRALIA_POST,Declined,AustraliaPost,RABW5944024,2569.1,0.01,25.691,0,2594.801,AUD,No,346,Poor,NoChange,21/03/2022,8:40 PM
31-7719223,Ailsun,Legal,NV,5981-9273-6246-5835,134,2024-06,SSL,AX,REMITTANCE_PROCESSING_SERVICE,Declined,RemittanceService,ECRQ4946695,4983.2,0.02,99.664,0,5082.884,AUD,No,453,Poor,Increased,30/10/2021,4:32 PM
83-5101306,Patton,Training,IA,7253-1461-1519-2860,618,2024-09,SSL,EFT,DEBIT_CREDIT_CARD_API,Declined,DirectDebitCredit,LUBU7567555,8917.5,0.005,44.5875,0,8962.0925,AUD,Yes,561,Poor,Increased,7/06/2020,5:14 AM
34-9839813,Simeon,Product Management,NY,4163-4823-3160-9070,538,2024-09,SSL,VI,BRANCH_PAYMENT,Pending,BranchPayment,HLCW9463298,1358.8,0.01,13.588,0,1372.398,AUD,Yes,381,Poor,Decreased,14/08/2021,9:18 AM
59-5654570,Aaron,Accounting,NY,5003-9591-1049-2789,757,2024-04,MTO,AX,DEBIT_CREDIT_CARD_API,Approved,DirectDebitCredit,AKLD2705974,2074.5,0.02,41.49,0,2116.01,AUD,Yes,737,Good,NoChange,29/04/2022,1:21 PM
03-3209349,Brittni,Legal,FL,0575-5294-5148-1317,405,2024-11,MTO,AX,AUSTRALIA_POST,Declined,AustraliaPost,HNPC0464511,8123.6,0.02,162.472,0,8286.092,AUD,Yes,689,Good,Increased,22/04/2021,6:08 PM
46-5063808,Aggie,Support,LA,7004-9684-4984-8396,192,2024-09,REC,MC,AUSTRALIA_POST,Approved,AustraliaPost,MJWJ6586743,2822.2,0.01,28.222,0,2850.432,AUD,No,708,Good,NoChange,11/06/2020,12:13 AM
03-3108807,Clementius,Research and Development,TX,3856-0779-0789-3147,1,2024-08,REC,MC,BPAY,Approved,BPay,FRRM4830606,2340.9,0.01,23.409,0,2364.319,AUD,No,589,Fair,Decreased,22/04/2021,10:39 AM
22-0013913,Josefina,Training,CA,8231-3590-1744-4818,983,2024-10,REC,AX,REMITTANCE_PROCESSING_SERVICE,Pending,RemittanceService,WQHB6670286,5610.5,0.02,112.21,0,5722.73,AUD,No,428,Poor,Increased,2/04/2021,1:10 AM
89-9272986,Royce,Research and Development,AZ,2823-3357-1631-1894,820,2024-08,MTO,EFT,REMITTANCE_PROCESSING_SERVICE,Pending,RemittanceService,MQAS4512801,8564.9,0.005,42.8245,0,8607.7295,AUD,Yes,675,Good,Increased,7/08/2021,9:30 PM
58-1220519,Anthiathia,Engineering,GA,3715-2514-0128-4973,756,2024-03,REC,MC,BRANCH_PAYMENT,Approved,BranchPayment,QRIN2759330,1987.2,0.01,19.872,0,2007.082,AUD,No,305,Poor,Decreased,3/07/2020,2:00 AM
71-5413840,Malanie,Sales,VA,8305-1689-7586-0400,644,2024-09,MTO,AX,AUSTRALIA_POST,Pending,AustraliaPost,JJWQ3951567,5763.4,0.02,115.268,0,5878.688,AUD,Yes,388,Poor,NoChange,25/01/2022,4:11 PM
95-5320320,Shell,Services,IN,8415-9422-9013-3673,921,2024-01,SSL,EFT,DEBIT_CREDIT_CARD_API,Pending,DirectDebitCredit,HVFS3273058,1599.1,0.005,7.9955,0,1607.1005,AUD,Yes,533,Poor,NoChange,29/04/2022,6:06 AM
38-9134676,Sharai,Business Development,IL,6586-2902-3707-5068,541,2024-03,SSL,VI,BPAY,Declined,BPay,WQMZ2069904,2169.9,0.01,21.699,0,2191.609,AUD,Yes,724,Good,NoChange,23/05/2021,5:37 AM
37-8023659,Elliott,Accounting,UT,2114-2316-4289-9655,256,2024-07,SSL,AX,AUSTRALIA_POST,Pending,AustraliaPost,LKTD1304231,858.7,0.02,17.174,0,875.894,AUD,No,474,Poor,NoChange,12/05/2022,6:02 PM
24-1568094,Sascha,Support,KS,1301-3762-6701-7972,574,2024-03,MTO,AX,BRANCH_PAYMENT,Pending,BranchPayment,BSVV7493663,7271.4,0.02,145.428,0,7416.848,AUD,No,722,Good,Decreased,24/11/2020,10:00 AM
46-4684792,Madge,Human Resources,TX,0302-3599-5688-6589,20,2024-07,MTO,EFT,AUSTRALIA_POST,Approved,AustraliaPost,QCAK1911202,6156.1,0.005,30.7805,0,6186.8855,AUD,Yes,484,Poor,Increased,26/08/2020,3:03 AM
97-5245061,Breanne,Accounting,AZ,5059-1710-4769-4465,822,2024-08,REC,MC,AUSTRALIA_POST,Approved,AustraliaPost,FWBS4971367,2086.8,0.01,20.868,0,2107.678,AUD,Yes,556,Poor,Increased,24/11/2020,11:05 PM
39-6498569,Georgiana,Research and Development,PA,8143-9562-3225-4562,972,2024-01,MTO,VI,BPAY,Approved,BPay,LEZP3096393,4074.8,0.01,40.748,0,4115.558,AUD,No,556,Poor,Increased,8/07/2020,7:24 AM
56-7227633,Ewell,Human Resources,WA,4687-9124-9033-7729,128,2024-05,SSL,VI,BRANCH_PAYMENT,Approved,BranchPayment,DDQQ5868056,1522.9,0.01,15.229,0,1538.139,AUD,Yes,610,Fair,NoChange,19/04/2022,4:31 AM
13-9508751,Adolpho,Marketing,MA,0077-9869-4500-8813,855,2024-07,SSL,AX,REMITTANCE_PROCESSING_SERVICE,Pending,RemittanceService,EZFM8982915,3438.1,0.02,68.762,0,3506.882,AUD,Yes,593,Fair,Increased,10/03/2022,5:25 PM
